name,poi_id,osm_way_id,osm_relation_id,building,amenity,geometry,centroid
,249,257009007,,yes,,"POLYGON ((-111.9144802 33.4200782, -111.9143612 33.4202029, -111.9140684 33.4200083, -111.9141874 33.4198836, -111.9144802 33.4200782))",POINT (-111.9142743 33.42004325000001)
,250,257009008,,yes,,"POLYGON ((-111.9140039 33.4201423, -111.9136236 33.4201429, -111.9136232 33.4199917, -111.9140036 33.419991, -111.9140039 33.4201423))",POINT (-111.9138135959123 33.42006697164277)
,251,257009009,,yes,,"POLYGON ((-111.9146647 33.4215729, -111.9146618 33.4212583, -111.9144671 33.4212595, -111.9144701 33.4215742, -111.9146647 33.4215729))",POINT (-111.9145659196869 33.42141621168966)
,252,257009010,,yes,,"POLYGON ((-111.9142815 33.4215574, -111.9139575 33.4215568, -111.9139579 33.421415, -111.9142819 33.4214156, -111.9142815 33.4215574))",POINT (-111.9141197 33.4214862)
,253,257009011,,yes,,"POLYGON ((-111.9146749 33.4210179, -111.9143452 33.4210153, -111.9143466 33.4208866, -111.9146763 33.4208892, -111.9146749 33.4210179))",POINT (-111.91451075 33.42095225)
,254,257009012,,yes,,"POLYGON ((-111.9142814 33.4209802, -111.9141192 33.4212202, -111.9139838 33.4211565, -111.914146 33.4209165, -111.9142814 33.4209802))",POINT (-111.9141326 33.42106835)
University Center C,255,257009013,,yes,,"POLYGON ((-111.9207197 33.4231426, -111.9205374 33.4232944, -111.9205828 33.4233324, -111.9205227 33.4233825, -111.9204715 33.4233397, -111.9202028 33.4235636, -111.92014 33.4235111, -111.9200471 33.4235886, -111.9199599 33.4235156, -111.920047 33.423443, -111.919977 33.4233845, -111.9202461 33.4231601, -111.9202066 33.4231272, -111.9202685 33.4230755, -111.9203222 33.4231203, -111.9205663 33.4229166, -111.9205871 33.422934, -111.9207258 33.4229368, -111.9207197 33.4231426))",POINT (-111.92036573988 33.42324915873482)
,256,257009014,,yes,,"POLYGON ((-111.9200164 33.4225259, -111.9198265 33.4225266, -111.9198258 33.4223812, -111.9198662 33.4223811, -111.9198657 33.4222749, -111.9200152 33.4222744, -111.9200164 33.4225259))",POINT (-111.9199282535437 33.42240762968916)
,257,257009015,,yes,,"POLYGON ((-111.9239859 33.4225409, -111.9236257 33.4225438, -111.9236259 33.4225619, -111.9234388 33.4225634, -111.9234363 33.4223431, -111.9238646 33.4223397, -111.9238652 33.422395, -111.9239842 33.422394, -111.9239859 33.4225409))",POINT (-111.923692386134 33.4224501322694)
Raising Cane's,258,257009016,,fast_food,,"POLYGON ((-111.9244957 33.4224932, -111.924472 33.4224935, -111.9244724 33.4225206, -111.9242875 33.4225224, -111.9242847 33.422326, -111.9244933 33.4223239, -111.9244957 33.4224932))",POINT (-111.9243889096041 33.42242183105314)
,259,257009017,,yes,,"POLYGON ((-111.9258426 33.4223381, -111.9256919 33.4224602, -111.9256712 33.4224424, -111.9256361 33.4224708, -111.9253866 33.4224712, -111.9253866 33.4224901, -111.9253372 33.4224901, -111.9253372 33.42253, -111.9251442 33.4225301, -111.9251441 33.4224866, -111.9250871 33.4224866, -111.9250871 33.4225244, -111.9247256 33.4225244, -111.9247256 33.4222588, -111.9250952 33.4222589, -111.9251014 33.4222916, -111.9251441 33.4222911, -111.9251435 33.4222527, -111.9253428 33.4222503, -111.9253436 33.4222928, -111.9255949 33.4222899, -111.9256031 33.4222537, -111.9258438 33.4222561, -111.9258426 33.4223381))",POINT (-111.9252258473348 33.42238160022136)
,260,257009018,,yes,,"POLYGON ((-111.926034 33.4230028, -111.9256885 33.4230044, -111.9256857 33.4225983, -111.9259211 33.422414, -111.926021 33.4224135, -111.9260224 33.4226174, -111.9259731 33.4226177, -111.9259744 33.4227917, -111.9260325 33.4227914, -111.926034 33.4230028))",POINT (-111.9258610445765 33.42274101598039)
,261,257009019,,yes,,"POLYGON ((-111.926023 33.4232624, -111.9256617 33.4232629, -111.9256612 33.4230621, -111.9260225 33.4230616, -111.926023 33.4232624))",POINT (-111.9258421 33.42316225)
,262,257009020,,yes,,"POLYGON ((-111.9260194 33.4237385, -111.9256776 33.4237373, -111.925678 33.4236525, -111.9256553 33.4236524, -111.9256555 33.4236157, -111.9256845 33.4236158, -111.9256855 33.4234202, -111.926021 33.4234214, -111.9260194 33.4237385))",POINT (-111.9258497949478 33.42358046811401)
Weatherup Center,263,257009022,,yes,,"POLYGON ((-111.9240713 33.4249454, -111.9236321 33.4249404, -111.9236318 33.424959, -111.9234838 33.4249573, -111.9234845 33.4249186, -111.9234122 33.4249177, -111.9234115 33.4249556, -111.9232783 33.424954, -111.9232743 33.4249361, -111.9228176 33.4249332, -111.9228202 33.4246477, -111.9232529 33.4246505, -111.9232526 33.4246743, -111.9233508 33.424675, -111.9233505 33.4247022, -111.9235595 33.424704, -111.9235598 33.4246752, -111.9236497 33.424676, -111.92365 33.424654, -111.9240759 33.4246588, -111.9240713 33.4249454))",POINT (-111.9234468333613 33.42480247995486)
,264,257051830,,yes,,"POLYGON ((-111.9398324 33.4242149, -111.9393445 33.424216, -111.9393434 33.4239035, -111.9398314 33.4239024, -111.9398324 33.4242149))",POINT (-111.9395879249527 33.42405919466315)
,265,257051831,,yes,,"POLYGON ((-111.9397483 33.4248911, -111.9395576 33.4248547, -111.9395552 33.4248313, -111.9395038 33.424843, -111.9394361 33.424843, -111.9393521 33.4248098, -111.9392802 33.4248114, -111.9392698 33.4244802, -111.9395249 33.4244746, -111.9396766 33.4244961, -111.9396743 33.4244785, -111.9397724 33.4244805, -111.9398167 33.4245214, -111.9398209 33.4247373, -111.9397911 33.4247377, -111.9397483 33.4248911))",POINT (-111.9395472870327 33.42466143740126)
Courtyard by Marriott Tempe Downtown,266,257051832,,yes,,"POLYGON ((-111.9394136 33.4253587, -111.9397957 33.4253594, -111.9398237 33.4253321, -111.9398251 33.4250444, -111.9394305 33.4250431, -111.93943 33.4251386, -111.9395414 33.4251389, -111.9395412 33.4251765, -111.9396503 33.4251767, -111.9396501 33.4252261, -111.939414 33.4252257, -111.9394136 33.4253587))",POINT (-111.93963639208 33.42520426487548)
,267,257051833,,yes,,"POLYGON ((-111.940491 33.425326, -111.9402344 33.4253281, -111.9402319 33.4251177, -111.9401734 33.4251182, -111.9401658 33.424489, -111.940534 33.4244859, -111.9405358 33.4246383, -111.9404734 33.4246389, -111.9404749 33.4247608, -111.94032 33.4247621, -111.9403206 33.4248104, -111.9404076 33.4248097, -111.9404087 33.4249024, -111.9406752 33.4249002, -111.9406764 33.4249951, -111.9403761 33.4249976, -111.9403763 33.4250195, -111.9404873 33.4250186, -111.940491 33.425326))",POINT (-111.9403502618911 33.42488971028435)
,268,257051834,,yes,,"POLYGON ((-111.9411053 33.425326, -111.9409749 33.4253263, -111.9409702 33.4253536, -111.940701 33.4253542, -111.9406997 33.4249446, -111.9411041 33.4249437, -111.9411053 33.425326))",POINT (-111.9408994949613 33.42514467708774)
,269,257051835,,yes,,"POLYGON ((-111.9411602 33.4246585, -111.9408007 33.4246591, -111.9408002 33.4244359, -111.9411597 33.4244354, -111.9411602 33.4246585))",POINT (-111.9409801865749 33.42454722503213)
Whataburger,270,261331958,,fast_food,,"POLYGON ((-111.9268132 33.413182, -111.9266324 33.4131847, -111.9265494 33.4131141, -111.9266064 33.4130502, -111.9266324 33.4130597, -111.9268083 33.4130515, -111.9268132 33.413182))",POINT (-111.926696503026 33.41311799109894)
,271,262798233,,yes,,"POLYGON ((-111.9268695 33.4139677, -111.9268661 33.4138613, -111.9265188 33.4138691, -111.9265222 33.4139755, -111.9268695 33.4139677))",POINT (-111.92669415 33.4139184)
,272,276438748,,snack_bar,,"POLYGON ((-111.9410929 33.4320198, -111.9410301 33.4320328, -111.9410179 33.4319918, -111.9410808 33.4319789, -111.9410929 33.4320198))",POINT (-111.9410554093956 33.4320058243966)
,273,276438749,,toilets,,"POLYGON ((-111.9415973 33.4300753, -111.9414942 33.4301333, -111.941453 33.4300823, -111.9415561 33.4300243, -111.9415973 33.4300753))",POINT (-111.94152515 33.4300788)
,274,288006974,,yes,,"POLYGON ((-111.9307601 33.4338413, -111.9307435 33.4338789, -111.9307318 33.4339014, -111.9307068 33.4338956, -111.9307119 33.4338765, -111.9307139 33.4337391, -111.9307801 33.4337391, -111.9307801 33.4338151, -111.9307478 33.4338151, -111.9307478 33.4338389, -111.9307601 33.4338413))",POINT (-111.9307405508164 33.43380624442435)
,275,288006988,,yes,,"POLYGON ((-111.9341977 33.4344075, -111.9341886 33.4344389, -111.9341339 33.4344279, -111.934143 33.4343965, -111.9341977 33.4344075))",POINT (-111.9341658 33.4344177)
,276,288006989,,yes,,"POLYGON ((-111.934429 33.4348012, -111.9343493 33.4348095, -111.9343439 33.4347735, -111.9344236 33.4347652, -111.934429 33.4348012))",POINT (-111.93438645 33.43478735)
,277,288006990,,yes,,"POLYGON ((-111.9348888 33.4346107, -111.9349484 33.4346228, -111.9349359 33.4346658, -111.9348763 33.4346537, -111.9348888 33.4346107))",POINT (-111.93491235 33.43463825000001)
,278,288006992,,shelter,,"POLYGON ((-111.9396312 33.4349245, -111.9395724 33.4349238, -111.939573 33.4348873, -111.9396318 33.434888, -111.9396312 33.4349245))",POINT (-111.9396021 33.4349059)
,279,288007137,,parking,,"POLYGON ((-111.9342991 33.4344838, -111.9342925 33.434593, -111.9343331 33.4346061, -111.934319 33.4346521, -111.9347087 33.4347355, -111.9347276 33.4346929, -111.9349446 33.4347385, -111.9349611 33.434678, -111.9348 33.434639, -111.9348161 33.4345909, -111.9342991 33.4344838))",POINT (-111.9345825921976 33.4346220235627)
,280,288007144,,parking,,"POLYGON ((-111.9340426 33.4346118, -111.9340269 33.4345662, -111.93353 33.4346519, -111.9335524 33.4346947, -111.933487 33.4347086, -111.9334406 33.4347659, -111.9334174 33.4348191, -111.9335126 33.4348205, -111.9336749 33.4347936, -111.934084 33.4347238, -111.9340774 33.4346795, -111.9340666 33.4346104, -111.9340426 33.4346118))",POINT (-111.9337688630029 33.4346985207287)
,281,288007148,,parking,,"POLYGON ((-111.9311374 33.434673, -111.9309333 33.4348402, -111.9309267 33.434919, -111.9311205 33.4350766, -111.9311552 33.4350849, -111.9319179 33.43508, -111.9318889 33.4350241, -111.9318036 33.4349653, -111.9317857 33.4349424, -111.9317866 33.4349201, -111.9320451 33.4349128, -111.9320616 33.4348367, -111.9320753 33.4348098, -111.9321585 33.4347384, -111.9321374 33.4346632, -111.9311374 33.434673))",POINT (-111.9315143085572 33.43486266058166)
,282,288007149,,parking,,"POLYGON ((-111.9310434 33.4342092, -111.9311229 33.4342635, -111.9312494 33.4341072, -111.9313302 33.4340285, -111.9313638 33.4340044, -111.9314333 33.4340011, -111.9316523 33.4340637, -111.9318994 33.4341467, -111.9319205 33.4341829, -111.9320319 33.4341728, -111.9319915 33.4341074, -111.931837 33.4340293, -111.9314412 33.4339059, -111.9313526 33.4339148, -111.9312355 33.4339908, -111.9310434 33.4342092))",POINT (-111.9315083087582 33.43405499522753)
,283,288007177,,parking,,"POLYGON ((-111.9333405 33.4348667, -111.9333675 33.4349761, -111.9341111 33.4348559, -111.9340889 33.4347474, -111.9333405 33.4348667))",POINT (-111.9337260679601 33.43486161866861)
,284,288007191,,parking,,"POLYGON ((-111.9339648 33.4344411, -111.9334406 33.4345323, -111.9334497 33.4346001, -111.9335143 33.4346353, -111.9339971 33.4345489, -111.9339648 33.4344411))",POINT (-111.9337191169782 33.4345405689654)
,285,288007198,,parking,,"POLYGON ((-111.9422975 33.435164, -111.9423679 33.4353374, -111.942454 33.4356539, -111.9422304 33.4356443, -111.9420167 33.4355137, -111.9421103 33.4352504, -111.9421633 33.4352642, -111.9422053 33.4352181, -111.942242 33.4351778, -111.9422975 33.435164))",POINT (-111.9422406540118 33.43544021925999)
,286,288087995,,yes,,"POLYGON ((-111.9481756 33.4352546, -111.9480734 33.4352729, -111.9480554 33.4352027, -111.9480768 33.4351977, -111.948088 33.4351798, -111.9481052 33.4351683, -111.9481301 33.4351582, -111.9481663 33.4351633, -111.9481972 33.4351772, -111.9482136 33.4352178, -111.9482127 33.4352501, -111.9481756 33.4352546))",POINT (-111.9481357787999 33.43521614174075)
,287,288087996,,yes,,"POLYGON ((-111.9493322 33.4319099, -111.9493321 33.4319553, -111.9492489 33.4319551, -111.949249 33.4319098, -111.9493322 33.4319099))",POINT (-111.9492905652884 33.43193252503758)
,288,288087997,,yes,,"POLYGON ((-111.9488233 33.4350345, -111.9488156 33.4350691, -111.9487692 33.4350619, -111.9487768 33.4350273, -111.9488233 33.4350345))",POINT (-111.9487962280036 33.43504819425818)
Tempe Center for the Arts,289,288087998,,arts_centre,,"POLYGON ((-111.9491464 33.4321406, -111.9491653 33.4321633, -111.9492373 33.4322503, -111.9491034 33.4322566, -111.949044 33.4322594, -111.9488897 33.4323562, -111.9487681 33.4323405, -111.9487682 33.4323215, -111.9487687 33.4321811, -111.9484907 33.4321019, -111.94842 33.4320822, -111.9483893 33.4321625, -111.9481427 33.4320969, -111.9481304 33.4320936, -111.9481346 33.4320826, -111.9481241 33.4320362, -111.9481118 33.4319894, -111.9480427 33.4319508, -111.9480452 33.4319156, -111.9480502 33.4319073, -111.9480719 33.4318709, -111.9481268 33.4317955, -111.9478927 33.4317289, -111.9479463 33.4316199, -111.9480005 33.4315402, -111.9480514 33.4314927, -111.9481743 33.4316142, -111.9481954 33.4315995, -111.948213 33.431584, -111.9482564 33.4316089, -111.9483539 33.4315446, -111.9483639 33.4315405, -111.9483614 33.4313193, -111.9484952 33.4312879, -111.9486484 33.4312731, -111.9486507 33.4314239, -111.9487068 33.4314222, -111.9487687 33.4314226, -111.9487676 33.4314792, -111.9488333 33.4314968, -111.9489457 33.4315417, -111.9490433 33.4316064, -111.9490814 33.4316137, -111.9490947 33.4316162, -111.949095 33.4316292, -111.9490955 33.4316567, -111.9491534 33.4317372, -111.9491906 33.4318259, -111.9492055 33.431919, -111.9491975 33.4320127, -111.9491669 33.4321031, -111.9491464 33.4321406))",POINT (-111.9486260120479 33.43182531640353)
,290,294050141,,parking,,"POLYGON ((-111.9261437 33.4178292, -111.9260764 33.4178293, -111.9260765 33.4178795, -111.9256743 33.4178801, -111.9256742 33.41783, -111.9256557 33.41783, -111.9256556 33.4177891, -111.9256354 33.4177891, -111.9256353 33.4177386, -111.9255801 33.4177386, -111.9255792 33.4172286, -111.9257679 33.4172283, -111.9257688 33.417735, -111.9257104 33.4177351, -111.925723 33.4177484, -111.9257409 33.4177556, -111.9258078 33.4177555, -111.9258077 33.4177089, -111.9260832 33.4177084, -111.9260833 33.4177545, -111.9261435 33.4177544, -111.9261437 33.4178292))",POINT (-111.9257678084079 33.41761738814682)
The Wedge,291,294050896,,yes,,"POLYGON ((-111.9260911 33.4176876, -111.9258207 33.4176866, -111.925823 33.4172464, -111.9260934 33.4172474, -111.9260911 33.4176876))",POINT (-111.92595705 33.417467)
,292,294050898,,apartments,,"POLYGON ((-111.9255692 33.4178996, -111.9254248 33.4178995, -111.9254254 33.4178089, -111.9254274 33.4174066, -111.9253551 33.4174041, -111.925373 33.4169522, -111.9255212 33.4169564, -111.9255023 33.4174078, -111.9255718 33.4174078, -111.9255692 33.4178996))",POINT (-111.9254690153429 33.41742396676034)
,293,294050903,,yes,,"POLYGON ((-111.9246601 33.4176663, -111.9246646 33.4175023, -111.9248382 33.4175056, -111.9250555 33.4175097, -111.925051 33.4176737, -111.9246601 33.4176663))",POINT (-111.9248578002092 33.41758800341271)
,294,294050905,,yes,,"POLYGON ((-111.9251933 33.4173919, -111.9250054 33.4173897, -111.9250185 33.4169351, -111.9252084 33.416938, -111.9251933 33.4173919))",POINT (-111.9251063892578 33.41716326971559)
,295,294050906,,yes,,"POLYGON ((-111.9244496 33.4173842, -111.924293 33.4172886, -111.9245018 33.4170502, -111.9246156 33.4169202, -111.9247723 33.4170158, -111.9244496 33.4173842))",POINT (-111.9245326425642 33.41715219332426)
,296,294237678,,fuel,,"POLYGON ((-111.9258289 33.4217958, -111.9258286 33.4217463, -111.9258282 33.4216686, -111.9258274 33.4215254, -111.9259955 33.4215248, -111.9259962 33.4216669, -111.9259966 33.421747, -111.9259969 33.4217956, -111.9258289 33.4217958))",POINT (-111.9259121808681 33.42166038509689)
,297,294237679,,commercial,,"POLYGON ((-111.9259572 33.4215161, -111.9257517 33.4215178, -111.9257499 33.4213704, -111.9257052 33.4213708, -111.9257044 33.421303, -111.9257416 33.4213027, -111.9257406 33.4212234, -111.9257737 33.4212231, -111.9257732 33.4211757, -111.925915 33.4211745, -111.9259172 33.4213639, -111.9259553 33.4213635, -111.9259572 33.4215161))",POINT (-111.9258381738325 33.42135600880316)
,298,294237717,,yes,,"POLYGON ((-111.9255818 33.4217794, -111.9254492 33.4217781, -111.9254527 33.4215339, -111.9255356 33.4215347, -111.9255344 33.4216183, -111.9255841 33.4216188, -111.9255818 33.4217794))",POINT (-111.9255109790111 33.42166840766332)
,299,294240494,,yes,,"POLYGON ((-111.9251675 33.4215149, -111.9252674 33.4215143, -111.9252697 33.421791, -111.9251698 33.4217916, -111.9251675 33.4215149))",POINT (-111.9252186 33.42165295)
,300,294240580,,parking,,"POLYGON ((-111.9251467 33.4218213, -111.9247757 33.4218124, -111.9247664 33.4211163, -111.9248995 33.4211151, -111.9249002 33.4211716, -111.925144 33.4211855, -111.9251504 33.4209856, -111.9251521 33.4209325, -111.9257636 33.4210825, -111.9256483 33.4214854, -111.9254444 33.4215034, -111.9254492 33.4217781, -111.9255818 33.4217794, -111.925608 33.4219173, -111.9252808 33.4219108, -111.9252674 33.4215143, -111.9251675 33.4215149, -111.9251698 33.4217916, -111.9251467 33.4218213))",POINT (-111.9252260468997 33.42141518468693)
Devil's Advocate,301,294240656,,bar,,"POLYGON ((-111.9244521 33.4217782, -111.9243774 33.4217784, -111.9242225 33.4217782, -111.9242221 33.4216221, -111.9242995 33.4216219, -111.9242993 33.421551, -111.9243958 33.4215508, -111.924396 33.4216123, -111.9244511 33.4216122, -111.9244519 33.4217164, -111.9244521 33.4217782))",POINT (-111.9243397886793 33.42168110826584)
,302,294240658,,parking,,"POLYGON ((-111.9245284 33.4208452, -111.9241341 33.4208462, -111.9241329 33.4207759, -111.9240033 33.4207746, -111.9240001 33.4217975, -111.9242039 33.4217966, -111.9242093 33.4214877, -111.9245239 33.4214853, -111.9245284 33.4208452))",POINT (-111.9242345787822 33.42123223502384)
,303,294241322,,yes,,"POLYGON ((-111.9248887 33.4194505, -111.9249448 33.4194981, -111.9250452 33.4194157, -111.9249891 33.4193681, -111.9248887 33.4194505))",POINT (-111.92496695 33.4194331)
,304,294244601,,yes,,"POLYGON ((-111.9232967 33.4188346, -111.9232765 33.4189645, -111.9232231 33.4189587, -111.9232282 33.4189259, -111.9232167 33.4189246, -111.9232317 33.4188276, -111.9232967 33.4188346))",POINT (-111.923255738385 33.41889388277133)
,305,294244603,,yes,,"POLYGON ((-111.9231137 33.4195215, -111.9231422 33.4194109, -111.9220483 33.4192147, -111.9220199 33.4193253, -111.9231137 33.4195215))",POINT (-111.9225810393382 33.4193681017292)
,306,294244604,,yes,,"POLYGON ((-111.9230984 33.4193311, -111.9228651 33.41933, -111.9228651 33.4191341, -111.9228812 33.4191341, -111.9228812 33.4190703, -111.9228959 33.4190703, -111.9228957 33.418957, -111.9229519 33.418929, -111.9229509 33.4189976, -111.9231145 33.4189942, -111.9231199 33.4190759, -111.9230971 33.4190748, -111.9230984 33.4193311))",POINT (-111.9229863237373 33.41915817387375)
,307,294244606,,yes,,"POLYGON ((-111.9226361 33.4192869, -111.9228042 33.4193168, -111.9228174 33.4192651, -111.9226492 33.4192353, -111.9226361 33.4192869))",POINT (-111.9227267560291 33.41927602860028)
,308,294244607,,yes,,"POLYGON ((-111.9229995 33.4189052, -111.9229519 33.418929, -111.9228957 33.418957, -111.9223196 33.4192444, -111.9221989 33.4190854, -111.9228788 33.4187429, -111.9229995 33.4189052))",POINT (-111.9226000288308 33.41899401606358)
,309,294244608,,yes,,"POLYGON ((-111.9230009 33.4188145, -111.9228989 33.4187396, -111.9234662 33.4182202, -111.9235226 33.4180724, -111.92365 33.4180948, -111.9235842 33.4182828, -111.9230009 33.4188145))",POINT (-111.9232999091895 33.4184474496469)
,310,294244799,,parking,,"POLYGON ((-111.9241998 33.4204656, -111.9233214 33.4202854, -111.9233174 33.4199026, -111.9234528 33.4198421, -111.9236191 33.4198779, -111.9240764 33.4200682, -111.9242079 33.4200694, -111.9241998 33.4204656))",POINT (-111.9237472385641 33.42015833864183)
,311,294245648,,apartments,,"POLYGON ((-111.9224079 33.4198681, -111.9223929 33.4200253, -111.9227189 33.4200469, -111.9227339 33.4198897, -111.9224079 33.4198681))",POINT (-111.9225634 33.4199575)
,312,294245649,,apartments,,"POLYGON ((-111.922078 33.4199965, -111.9214026 33.4198546, -111.9214478 33.4197048, -111.9221232 33.4198467, -111.922078 33.4199965))",POINT (-111.9217629 33.41985065)
,313,294245650,,roof,,"POLYGON ((-111.9215374 33.4195847, -111.9215334 33.419635, -111.9217895 33.4196709, -111.9218928 33.4196921, -111.9219062 33.4196362, -111.9217935 33.4196127, -111.9215374 33.4195847))",POINT (-111.9217223548283 33.41963443147744)
,314,294245651,,roof,,"POLYGON ((-111.9220018 33.4196547, -111.9219881 33.4197033, -111.9223462 33.4197741, -111.92236 33.4197254, -111.9220018 33.4196547))",POINT (-111.9221740947994 33.41971438797634)
,315,294245652,,roof,,"POLYGON ((-111.9224204 33.419787, -111.9227238 33.4198471, -111.9227369 33.4198008, -111.9224336 33.4197407, -111.9224204 33.419787))",POINT (-111.9225786644171 33.41979389917522)
,316,297781687,,commercial,,"POLYGON ((-111.9394364 33.4256233, -111.9394349 33.4258941, -111.9395114 33.4258942, -111.9398551 33.4258935, -111.9398539 33.4256249, -111.9394364 33.4256233))",POINT (-111.9396447725402 33.42575914692494)
,317,300613097,,yes,,"POLYGON ((-111.9259951 33.4344065, -111.9259934 33.434247, -111.925835 33.4342449, -111.9258367 33.4342023, -111.9257445 33.4342016, -111.9257496 33.4344407, -111.9257906 33.4344428, -111.9257906 33.4344316, -111.9258535 33.4344295, -111.9258543 33.4344079, -111.9259951 33.4344065))",POINT (-111.9258590639544 33.43432361670291)
Aloft Tempe,318,300613098,,yes,,"POLYGON ((-111.9240897 33.4349154, -111.924353 33.4349867, -111.9243451 33.4350071, -111.9244456 33.4350343, -111.9246912 33.4344025, -111.9246227 33.4343839, -111.9246309 33.4343629, -111.9245136 33.4343312, -111.9243162 33.434839, -111.9241914 33.4348052, -111.9242024 33.4347768, -111.9241491 33.4347624, -111.9240897 33.4349154))",POINT (-111.9244332855114 33.43471358566904)
,319,300613099,,yes,,"POLYGON ((-111.9290001 33.434993, -111.9289984 33.4344406, -111.9272547 33.4344716, -111.9272583 33.4345309, -111.928896 33.4345052, -111.928896 33.4349314, -111.9273768 33.4349581, -111.9273637 33.4345912, -111.9269822 33.4345962, -111.926981 33.4345754, -111.9268779 33.4345774, -111.9268862 33.4346604, -111.9272654 33.4346515, -111.9272784 33.4350145, -111.9290001 33.434993))",POINT (-111.9280749003216 33.4347213196739)
,320,300613100,,yes,,"POLYGON ((-111.9326989 33.43397, -111.9324717 33.4339096, -111.9325205 33.4337819, -111.9327477 33.4338424, -111.9326989 33.43397))",POINT (-111.9326096871582 33.43387596979336)
,321,300613101,,yes,,"POLYGON ((-111.925737 33.434426, -111.9252853 33.4344281, -111.9252839 33.4342064, -111.9257355 33.4342043, -111.925737 33.434426))",POINT (-111.9255104251057 33.43431620409006)
,322,300613102,,yes,,"POLYGON ((-111.9275936 33.4347148, -111.9275905 33.434585, -111.9286582 33.4345672, -111.9286613 33.434697, -111.9275936 33.4347148))",POINT (-111.9281259 33.434641)
,323,300613104,,yes,,"POLYGON ((-111.9286673 33.434875, -111.9275924 33.4348918, -111.9275896 33.4347654, -111.9286644 33.4347486, -111.9286673 33.434875))",POINT (-111.9281284261293 33.43482020096233)
Juniper Hall,324,338921486,,dormitory,,"POLYGON ((-111.9267145 33.4159873, -111.926554 33.415989, -111.9265519 33.415709, -111.9265316 33.4157056, -111.9265357 33.415351, -111.9265641 33.4153476, -111.9265661 33.4153018, -111.9266353 33.415295, -111.9266231 33.4152764, -111.9267105 33.4152424, -111.926743 33.4153103, -111.9266759 33.415334, -111.926676 33.4153524, -111.9266901 33.4153521, -111.9266998 33.4153602, -111.9266883 33.4156855, -111.9267069 33.4156851, -111.9267145 33.4159873))",POINT (-111.9266251834322 33.41563174632215)
Rosewood Hall,325,338921487,,dormitory,,"POLYGON ((-111.9267145 33.4159873, -111.9267131 33.416182, -111.9266899 33.416182, -111.9266976 33.4164571, -111.9268548 33.4164565, -111.926854 33.4165729, -111.9267 33.4165722, -111.9267007 33.4166282, -111.9266052 33.4166269, -111.9266068 33.4166507, -111.9265313 33.4166513, -111.9265313 33.4161177, -111.926549 33.4161151, -111.926554 33.415989, -111.9267145 33.4159873))",POINT (-111.9266403631911 33.41634263996445)
Willow Hall,326,338921488,,dormitory,,"POLYGON ((-111.9270746 33.4159803, -111.9270791 33.4165666, -111.926996 33.4165654, -111.9269947 33.4165778, -111.9269196 33.4165778, -111.9269196 33.416015, -111.926821 33.4160131, -111.9268179 33.4159977, -111.9268179 33.4159797, -111.9269182 33.4159799, -111.9270746 33.4159803))",POINT (-111.9269932397962 33.41626725675707)
Islamic Community Center,327,339041927,,place_of_worship,,"POLYGON ((-111.9372855 33.424201, -111.9371651 33.4241995, -111.9370262 33.4241803, -111.9369289 33.4241988, -111.9369103 33.4242187, -111.9368254 33.4241722, -111.9368422 33.424153, -111.9368174 33.4240718, -111.936867 33.4239957, -111.9368519 33.4239462, -111.9368466 33.4239078, -111.936867 33.4238783, -111.9369094 33.4238694, -111.9369554 33.4238827, -111.9372802 33.4238835, -111.9372855 33.424201))",POINT (-111.9370621433475 33.42404040294766)
McCord Hall,328,339043001,,university,,"POLYGON ((-111.9336183 33.4169509, -111.9336163 33.4168067, -111.9335269 33.4168067, -111.9333947 33.4168305, -111.9332545 33.4168814, -111.9331447 33.416956, -111.9330797 33.4170222, -111.9330573 33.4169289, -111.9330532 33.4168186, -111.9330939 33.4167015, -111.933163 33.4165946, -111.9332626 33.4165013, -111.9333521 33.4164504, -111.9333012 33.4162824, -111.9332698 33.4162981, -111.9331488 33.4163588, -111.9330512 33.4164385, -111.932974 33.4165234, -111.9329089 33.4166285, -111.932852 33.4167575, -111.9328418 33.4169034, -111.9328622 33.4170256, -111.9328964 33.4171119, -111.9329679 33.4172309, -111.9336183 33.4169509))",POINT (-111.9331489703466 33.41682015655091)
SkySpace Ramada: Air Apparent,329,339044798,,shelter,,"POLYGON ((-111.9273404 33.4195097, -111.9270446 33.4194621, -111.9271001 33.4192127, -111.9272473 33.4192374, -111.9273989 33.4192628, -111.9273404 33.4195097))",POINT (-111.9272208609065 33.41936155826629)
,330,339640693,,parking,,"POLYGON ((-111.9370096 33.4140873, -111.9366503 33.4140918, -111.9366503 33.4144321, -111.936712 33.4144635, -111.9370109 33.4144569, -111.9370096 33.4140873))",POINT (-111.9368312097848 33.414273975285)
,331,339640694,,parking,,"POLYGON ((-111.9357008 33.4145418, -111.9356901 33.4140761, -111.9351483 33.4140784, -111.9351509 33.4142821, -111.9350812 33.4142821, -111.9350893 33.4145508, -111.9357008 33.4145418))",POINT (-111.9354027211983 33.41431868525351)
,332,344754647,,industrial,,"POLYGON ((-111.9121294 33.4265005, -111.9120196 33.426501, -111.9120193 33.4264605, -111.9119903 33.4264606, -111.9119898 33.4264028, -111.9120189 33.4264026, -111.9120184 33.4263471, -111.912001 33.4263472, -111.9120005 33.4262762, -111.9121277 33.4262756, -111.9121294 33.4265005))",POINT (-111.9120665746884 33.42638750497805)
